date,warehouse_name,num_orders
2024-07-07,3100 East Holcombe Blvd.,74
2024-07-07,777 Freeport Parkway,167
2024-07-07,"3101 Holcombe Blvd,",169
2024-07-07,300-336 Penn Ave Heidelberg Township,1
2024-07-08,15515 Woodham Dr,394
2024-07-08,"3100 East Holcombe Blvd.,",99
2024-07-08,777 Freeport Parkway,82
2024-07-08,3100 East Holcombe Blvd.,39
2024-07-08,"3101 Holcombe Blvd,",11
2024-07-08,300-336 Penn Ave Heidelberg Township,3
2024-07-09,15515 Woodham Dr,278
2024-07-09,"3100 East Holcombe Blvd.,",216
2024-07-09,777 Freeport Parkway,173
2024-07-09,3100 East Holcombe Blvd.,168
2024-07-09,"3101 Holcombe Blvd,",68
2024-07-10,15515 Woodham Dr,898
2024-07-10,"3100 East Holcombe Blvd.,",507
2024-07-10,3100 East Holcombe Blvd.,117
2024-07-10,"3101 Holcombe Blvd,",28
2024-07-10,777 Freeport Parkway,4
2024-07-11,"3100 East Holcombe Blvd.,",660
2024-07-11,15515 Woodham Dr,854
2024-07-11,3100 East Holcombe Blvd.,628
2024-07-11,"3101 Holcombe Blvd,",436
2024-07-11,777 Freeport Parkway,116
2024-07-12,15515 Woodham Dr,74
2024-07-12,"3100 East Holcombe Blvd.,",176
2024-07-12,3100 East Holcombe Blvd.,186
2024-07-12,"3101 Holcombe Blvd,",60
2024-07-12,777 Freeport Parkway,75
2024-07-13,15515 Woodham Dr,162
2024-07-13,"3100 East Holcombe Blvd.,",68
2024-07-13,3100 East Holcombe Blvd.,90
2024-07-13,"3101 Holcombe Blvd,",3
2024-07-14,"3100 East Holcombe Blvd.,",23
2024-07-14,15515 Woodham Dr,122
2024-07-14,"3101 Holcombe Blvd,",9
2024-07-14,3100 East Holcombe Blvd.,75
2024-07-14,777 Freeport Parkway,1
2024-07-15,15515 Woodham Dr,398
2024-07-15,"3100 East Holcombe Blvd.,",51
2024-07-15,3100 East Holcombe Blvd.,143
2024-07-15,"3101 Holcombe Blvd,",80
2024-07-15,777 Freeport Parkway,26
2024-07-16,15515 Woodham Dr,637
2024-07-16,"3100 East Holcombe Blvd.,",72
2024-07-16,"3101 Holcombe Blvd,",96
2024-07-16,3100 East Holcombe Blvd.,131
2024-07-16,777 Freeport Parkway,21
2024-07-17,15515 Woodham Dr,262
2024-07-17,"3100 East Holcombe Blvd.,",58
2024-07-17,"3101 Holcombe Blvd,",22
2024-07-17,777 Freeport Parkway,5
2024-07-17,3100 East Holcombe Blvd.,23
2024-07-18,15515 Woodham Dr,32
2024-07-18,"3101 Holcombe Blvd,",8
2024-07-18,3100 East Holcombe Blvd.,51
2024-07-18,"3100 East Holcombe Blvd.,",61
2024-07-19,3100 East Holcombe Blvd.,45
2024-07-19,15515 Woodham Dr,79
2024-07-19,"3101 Holcombe Blvd,",80
2024-07-19,"3100 East Holcombe Blvd.,",131
2024-07-20,3100 East Holcombe Blvd.,212
2024-07-20,15515 Woodham Dr,228
2024-07-20,"3101 Holcombe Blvd,",96
2024-07-20,"3100 East Holcombe Blvd.,",427
2024-07-21,15515 Woodham Dr,134
2024-07-21,"3101 Holcombe Blvd,",276
2024-07-21,"3100 East Holcombe Blvd.,",424
2024-07-21,3100 East Holcombe Blvd.,212
2024-07-21,777 Freeport Parkway,1
